count,genome
10,"(2,0,{1,2},{},[(1,1,{3},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_27,S_29,S_30])"
10,"(2,0,{1,2},{},[(1,4,{1,2,3},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_2,S_27,S_7⊕1])"
10,"(2,0,{1,2},{},[(1,4,{1,2},{}),(3,1,{0,3},{}),S_1,S_11⊕1,S_27,S_29,S_31,S_9⊕3])"
10,"(2,0,{1,2},{},[(3,1,{0,3},{}),S_1,S_13⊕1,S_14⊕1,S_18⊕1,S_2,S_5⊕1,S_7⊕1])"
10,"(2,0,{1,2},{},[(3,1,{0,3},{}),S_1,S_16⊕1,S_3⊕1,S_5⊕1,S_7⊕1])"
10,"(2,0,{1,4},{},[(1,1,{0},{0,2}),(1,4,{0,1,2,3},{}),(3,1,{0,2,3},{}),(3,1,{0,2},{}),(3,1,{0,3},{}),(3,4,{0,1,2,3},{}),(3,4,{0,1,3},{}),S_1,S_27,S_6])"
10,"(2,0,{2},{},[S_1,S_16⊕1,S_18⊕1,S_31,S_5⊕1,S_9⊕3])"
10,"(2,0,{2},{},[S_1,S_2,S_22⊕1,S_29,S_5⊕1,S_9⊕1,S_9⊕3])"
10,"(2,3,{0,1,2},{},[(1,4,{0,1,3},{}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_18⊕1,S_2,S_27,S_29,S_6⊕1])"
10,"(2,3,{0,1,2},{},[(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_22⊕3,S_27,S_29,S_31])"
10,"(2,3,{0,1,2},{},[(3,1,{0,3},{}),(3,4,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_1⊕1,S_2])"
10,"(2,3,{0,2},{},[(0,1,{3},{}),S_2,S_27,S_29,S_31,S_5⊕1,S_9⊕3])"
10,"(2,3,{0,2},{},[(3,1,{0},{0,2}),S_1,S_1⊕1,S_29,S_31])"
10,"(2,3,{0,2},{},[S_1,S_1⊕1,S_29,S_31])"
10,"(2,3,{0,2},{},[S_1,S_2,S_30,S_31,S_9⊕3])"
10,"(2,3,{1,2},{},[(3,1,{0,3},{}),(3,4,{0,1},{}),(3,4,{0,3},{}),S_1,S_18⊕1,S_2,S_22⊕3])"
10,"(2,3,{1,2},{},[(3,1,{0},{0,2}),(3,4,{0,3},{}),S_1,S_18⊕1,S_1⊕3,S_2,S_22⊕3,S_27,S_29,S_30,S_31,S_6⊕1])"
10,"(2,3,{1,2},{},[(3,2,{0,3},{}),S_1,S_14⊕1,S_1⊕1,S_2,S_29])"
10,"(3,0,{2,4},{},[(1,1,{3},{}),(2,1,{0},{0}),(2,4,{2,3},{}),S_1,S_31])"
10,"(3,0,{3,4},{},[(1,4,{1,3},{}),(1,4,{1},{}),(2,1,{0},{0}),S_1,S_2,S_22⊕2])"
10,"(4,0,{1,2,3},{},[(1,3,{0,1,2},{}),(3,1,{0,2,3},{}),S_1,S_12⊕2,S_2,S_7])"
10,"(4,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1,2,3},{}),(1,4,{0,1,3},{}),(1,4,{1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_14⊕2,S_27,S_6])"
10,"(4,0,{1,2,4},{},[(1,1,{3},{}),(2,1,{0},{0}),(2,4,{2,3},{}),S_1,S_31,S_9⊕3])"
10,"(4,0,{1,2,4},{},[(1,4,{0,1,3},{}),(2,1,{0},{0}),(2,4,{0,1,2,3},{}),(3,1,{0,2,3},{}),(3,4,{0,1,3},{}),S_1,S_12,S_18⊕1,S_9])"
10,"(4,0,{1,2,4},{},[(2,1,{0},{0}),(2,4,{0,1,2,3},{}),(3,1,{0,2,3},{}),(3,4,{0,1,3},{}),S_1,S_12,S_18⊕1,S_7⊕1,S_9])"
10,"(4,0,{1,2,4},{},[(3,1,{0,3},{}),S_1,S_11⊕1,S_14⊕1,S_14⊕2,S_2,S_31])"
10,"(4,0,{1,4},{},[(1,4,{0,1,3},{}),(2,1,{0},{0}),(2,4,{0,1,2,3},{}),(3,1,{0,2,3},{}),(3,4,{0,1,3},{}),S_1,S_12⊕2,S_6])"
10,"(4,0,{2,4},{},[(3,3,{2},{0,2}),(3,4,{1,3},{}),S_1,S_12,S_2,S_29,S_7⊕3,S_8,S_9⊕1])"
10,"(4,3,{2,4},{},[(1,4,{1,3},{}),(2,4,{2,3},{}),S_1,S_1⊕3,S_29,S_31,S_6⊕1])"
10,"(4,3,{2,4},{},[(1,4,{1,3},{}),(2,4,{2,3},{}),S_1,S_1⊕3,S_29,S_6,S_6⊕1])"
10,"(4,5,{2,4},{},[S_1,S_1⊕1,S_1⊕3,S_29,S_8])"
9,"(0,3,{0,1,2},{},[S_13⊕1,S_14⊕1,S_1⊕3,S_2,S_31,S_6⊕1])"
9,"(0,3,{0,2},{},[(1,1,{0},{0,2}),(1,1,{3},{}),(1,4,{1,3},{}),(3,1,{0},{0,2}),(3,4,{1,3},{}),S_11⊕1,S_1⊕3,S_2,S_27,S_29,S_31,S_9⊕3])"
9,"(1,0,{1,2,3,4},{},[(2,2,{0},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_12,S_12⊕2,S_14,S_14⊕2,S_27])"
9,"(1,0,{1,2},{},[(2,2,{0},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,2,{0},{0,1}),(3,4,{0,1,3},{}),S_1,S_12,S_14⊕2,S_18⊕1,S_27])"
9,"(1,0,{1,2},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_14⊕2,S_27,S_29])"
9,"(1,0,{1},{3},[(3,3,{2},{0,2}),S_23,S_30,S_3⊕1])"
9,"(1,0,{1},{},[(2,2,{0},{0,1}),S_1,S_15,S_7⊕3,S_9,S_9⊕3])"
9,"(1,0,{1},{},[(3,3,{0},{1,2}),S_1,S_27,S_7⊕3])"
9,"(1,0,{1},{},[S_1,S_12,S_23,S_3⊕1,S_9])"
9,"(1,0,{1},{},[S_1,S_27,S_3⊕1,S_6])"
9,"(1,2,{1},{},[S_11,S_22,S_2⊕1])"
9,"(1,2,{3},{},[S_1,S_11,S_22,S_3⊕1,S_4,S_5,S_8])"
9,"(2,0,{1,2,3,4},{},[(1,3,{0,1,2},{}),(3,4,{0,1,3},{}),S_7,S_7⊕1])"
9,"(2,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{1,2},{}),(1,4,{1,3},{}),(3,1,{0},{0,2}),(3,4,{1,3},{}),(3,4,{3},{}),S_1,S_1⊕3,S_27,S_29,S_7⊕3,S_9⊕3])"
9,"(2,0,{1,2,4},{},[(1,4,{1,3},{}),(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),(3,3,{0},{0,1}),(3,4,{1,3},{}),S_1,S_1⊕3,S_22,S_27,S_31,S_7⊕3,S_9,S_9⊕3])"
9,"(2,0,{1,2},{},[(0,1,{0,3},{}),(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),(3,4,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_1⊕3,S_27,S_5⊕1])"
9,"(2,0,{1,2},{},[(0,1,{0,3},{}),(1,1,{0},{0,2}),(1,4,{0,1},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_1⊕3,S_2,S_27,S_29,S_31,S_9⊕3])"
9,"(2,0,{1,2},{},[(0,1,{0,3},{}),S_1,S_1⊕3,S_29,S_31,S_9⊕3])"
9,"(2,0,{1,2},{},[(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(3,1,{0,3},{}),S_1,S_11⊕1,S_14⊕1,S_18⊕1,S_1⊕3,S_27,S_5⊕1])"
9,"(2,0,{1,2},{},[(1,1,{3},{}),(1,4,{0,1,3},{}),(1,4,{1,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_18⊕1,S_27,S_29,S_30])"
9,"(2,0,{1,2},{},[(1,4,{1,2,3},{}),(1,4,{1,3},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_2,S_27,S_5⊕1,S_7⊕1])"
9,"(2,0,{1,2},{},[(1,4,{1,2},{}),(3,1,{0,3},{}),S_1,S_12,S_27,S_29,S_9⊕3])"
9,"(2,0,{1,2},{},[(3,1,{0,3},{}),(3,4,{0,3},{}),S_12,S_27,S_31,S_9⊕3])"
9,"(2,0,{1,2},{},[(3,1,{0},{0,2}),(3,3,{2},{0,2}),(3,4,{1,3},{}),(3,4,{3},{}),S_1,S_12,S_22,S_27,S_31,S_5⊕1,S_9⊕3])"
9,"(2,0,{1,2},{},[(3,2,{0,3},{}),(3,4,{0,3},{}),S_1,S_1⊕3,S_27,S_29,S_30,S_31,S_9⊕3])"
9,"(2,0,{1},{},[(0,1,{0,3},{}),(0,1,{0},{2}),(1,1,{0},{0,2}),(3,1,{0,3},{}),S_1,S_27,S_30,S_5⊕1])"
9,"(2,0,{2,3},{},[(1,4,{1,3},{}),(1,4,{1},{}),(3,4,{1,3},{}),S_1,S_2,S_31,S_5⊕1,S_7⊕3])"
9,"(2,0,{2,4},{},[(3,3,{2},{0,2}),(3,4,{1,3},{}),S_1,S_12,S_2,S_29,S_5⊕1,S_7⊕3,S_9,S_9⊕1])"
9,"(2,0,{2},{},[(1,1,{3},{}),S_1,S_1⊕3,S_29,S_31,S_5⊕1])"
9,"(2,0,{2},{},[(3,3,{2},{0,2}),(3,4,{1,3},{}),S_1,S_12,S_22⊕1,S_29,S_5⊕1,S_9,S_9⊕3])"
9,"(2,2,{1},{3},[(3,3,{2},{0,2}),S_19,S_2,S_30,S_3⊕1])"
9,"(2,3,{0,1,2},{},[S_1,S_14⊕1,S_18⊕1,S_1⊕1,S_2])"
9,"(2,3,{0,1,2},{},[S_1,S_18⊕1,S_5⊕1,S_6⊕1])"
9,"(2,3,{1,2},{},[S_1,S_14⊕1,S_18⊕1,S_5⊕1,S_6⊕1])"
9,"(2,3,{2},{},[S_1,S_1⊕1,S_1⊕3,S_27,S_29])"
9,"(2,5,{0,1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_12,S_18⊕1,S_22⊕3,S_27,S_29])"
9,"(2,5,{1,2},{},[(3,4,{0,3},{}),S_1,S_14⊕1,S_1⊕1,S_29,S_7⊕1])"
9,"(2,5,{2,4},{},[(3,4,{3},{}),S_12,S_1⊕1,S_1⊕3,S_27,S_29])"
9,"(3,5,{0,1,2,3},{},[(2,4,{0,1,2,3},{}),S_1,S_14⊕1,S_1⊕1,S_7⊕1])"
9,"(4,0,{1,2,4},{},[(1,1,{0,3},{}),(1,4,{0,1,3},{}),(1,4,{0,1},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),S_1,S_14⊕1,S_14⊕2,S_18⊕1,S_2,S_29,S_5⊕1])"
9,"(4,0,{1,2,4},{},[(1,1,{0,3},{}),(2,1,{0},{0}),(2,4,{1,2,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_11⊕1,S_14⊕2,S_27,S_29,S_30,S_9⊕3])"
9,"(4,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,1,{3},{}),(1,4,{1,2,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_1,S_11⊕1,S_14⊕1,S_14⊕2,S_27,S_29,S_30])"
9,"(4,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_14⊕2,S_18⊕1,S_1⊕3,S_27,S_29,S_31,S_5⊕1,S_9⊕3])"
9,"(4,0,{1,2,4},{},[(1,4,{0,1,3},{}),(1,4,{0,1},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),S_1,S_11⊕1,S_14⊕1,S_14⊕2,S_1⊕3,S_2,S_27])"
9,"(4,0,{1,2,4},{},[(2,1,{0},{0}),(2,4,{0,1,2,3},{}),S_1,S_13⊕2,S_14⊕1,S_18⊕1,S_31])"
9,"(4,0,{1,4},{},[(1,1,{0,3},{}),(2,1,{0},{0}),(3,1,{0,3},{}),S_1,S_14⊕2,S_29,S_5⊕1,S_9⊕3])"
9,"(4,0,{1},{1},[(2,1,{0},{0}),(3,1,{0},{0,2}),S_2,S_3⊕1])"
8,"(0,2,{0,1,3},{},[(1,3,{0,1,2},{})])"
8,"(0,3,{0,1,2},{},[(3,1,{0,3},{}),S_14⊕1,S_18⊕1,S_29,S_31,S_5⊕1])"
8,"(0,3,{0,1,2},{},[(3,4,{0,3},{}),S_18⊕1,S_1⊕1,S_27,S_31])"
8,"(0,5,{0,2},{},[(1,4,{1,3},{}),S_2,S_22⊕1,S_29,S_5⊕1,S_9⊕1])"
8,"(1,0,{1,2},{},[(0,1,{0,3},{}),S_1,S_16⊕1,S_18⊕1,S_5⊕1])"
8,"(1,0,{1,2},{},[(2,1,{0},{0}),(3,1,{0,3},{}),(3,3,{0},{0,1}),S_1,S_14⊕2,S_18⊕1,S_27,S_29,S_9⊕3])"
8,"(1,0,{1},{},[(2,3,{0},{0,1}),(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),(3,3,{0},{0,1}),(3,4,{1,3},{}),S_1,S_1⊕3,S_22,S_22⊕2,S_27,S_7⊕3,S_9,S_9⊕3])"
8,"(1,0,{1},{},[(3,3,{0},{0,1,2}),(3,3,{2},{0,1,2}),(3,4,{1,3},{}),S_1,S_12,S_22,S_27,S_7⊕3,S_9,S_9⊕3])"
8,"(1,2,{1,3},{},[S_1,S_12,S_19,S_4,S_8])"
8,"(1,2,{1},{},[S_1,S_12,S_19,S_22,S_2⊕1])"
8,"(1,2,{1},{},[S_12,S_19,S_22,S_23,S_27])"
8,"(1,2,{3},{},[S_1,S_11,S_4,S_8])"
8,"(2,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{1,3},{}),(3,1,{0},{0,2}),(3,3,{0},{1,2}),(3,4,{3},{}),S_1,S_27,S_7⊕3,S_9⊕3])"
8,"(2,0,{1,2},{},[(0,1,{0,3},{}),(1,1,{0},{0,2}),(1,4,{0,1},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),S_1,S_14⊕1,S_18⊕1,S_1⊕3,S_2,S_27,S_29,S_31,S_9⊕3])"
8,"(2,0,{1,2},{},[(1,4,{0,1,2,3},{}),(3,1,{0,3},{}),S_1,S_1⊕3,S_27,S_29,S_6,S_9⊕3])"
8,"(2,0,{1,2},{},[(3,1,{0,3},{}),S_1,S_18⊕1,S_31,S_5⊕1])"
8,"(2,0,{1,2},{},[(3,2,{0},{0,1}),(3,4,{2,3},{}),S_31,S_9,S_9⊕3])"
8,"(2,0,{1,4},{},[(1,4,{0,1},{}),(3,1,{0,2},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),S_1,S_12,S_21,S_6])"
8,"(2,0,{2,3},{},[S_1,S_2,S_29,S_5⊕1,S_7⊕3,S_9⊕1])"
8,"(2,0,{2,4},{},[(1,4,{1,2},{}),(1,4,{1,3},{}),S_1,S_27,S_29,S_31,S_9⊕3])"
8,"(2,0,{2,4},{},[(1,4,{1,3},{}),(1,4,{1},{}),(3,3,{2},{0,2}),S_1,S_2,S_29,S_7⊕3,S_9,S_9⊕3])"
8,"(2,0,{2},{},[(3,3,{2},{0,2}),(3,4,{1,3},{}),(3,4,{3},{}),S_1,S_12,S_22,S_22⊕1,S_30,S_9⊕3])"
8,"(2,2,{1},{0,1,3},[(3,3,{0},{0,1,2}),S_2,S_3⊕1])"
8,"(2,2,{1},{3},[(3,1,{0},{0,2}),(3,3,{2},{0,2}),S_19,S_2,S_23,S_30,S_3⊕1,S_5⊕1])"
8,"(2,2,{3},{1,3},[(3,3,{2},{0,2}),S_2,S_23,S_2⊕1,S_5⊕1])"
8,"(2,3,{0,2},{},[(0,1,{3},{}),S_2,S_29,S_31,S_5⊕1])"
8,"(2,3,{0,2},{},[S_1,S_1⊕1,S_27,S_29,S_31])"
8,"(2,3,{1,2},{},[(3,1,{0},{0,2}),S_1,S_18⊕1,S_1⊕3,S_2,S_22⊕3,S_27,S_29,S_31,S_6⊕1])"
8,"(2,3,{2},{},[S_1,S_1⊕1,S_1⊕3,S_31])"
8,"(3,0,{1,2,4},{},[(1,3,{0,1,2},{}),S_1,S_13⊕2,S_14⊕2,S_2,S_7])"
8,"(4,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(2,1,{0},{0}),(2,4,{1,2,3},{}),(3,1,{0,3},{}),S_1,S_14⊕2,S_27,S_29,S_31,S_5⊕1,S_9⊕3])"
8,"(4,0,{1,2,4},{},[(1,4,{0,1,2,3},{}),(1,4,{0,1,3},{}),(3,4,{0,1,3},{}),S_1,S_12⊕2,S_14⊕2,S_2,S_27,S_6])"
8,"(4,0,{2,4},{},[(3,3,{2},{0,2}),(3,4,{1,3},{}),S_1,S_12,S_29,S_7⊕3,S_8,S_9⊕1])"
8,"(4,0,{4},{},[(1,4,{1},{}),(2,1,{0},{0}),(3,3,{2},{0,2}),(3,4,{1,3},{}),(3,4,{2,3},{}),S_1,S_12,S_15,S_9,S_9⊕3])"
8,"(4,2,{3,4},{},[(3,4,{2,3},{}),S_1,S_15,S_1⊕1,S_2])"
7,"(0,0,{1,2,4},{},[(1,1,{0,3},{}),(1,4,{1,2,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_11⊕1,S_14⊕1,S_18⊕1,S_2,S_27,S_29,S_5⊕1])"
7,"(0,0,{1,2},{},[(1,4,{0,1,3},{}),S_14⊕1,S_27,S_29,S_31,S_5⊕1])"
7,"(0,3,{0,1,2},{},[(1,4,{0,1,3},{}),(1,4,{0,1},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),S_14⊕1,S_2,S_27,S_31])"
7,"(0,3,{0,1,2},{},[(1,4,{0,1,3},{}),(1,4,{0,1},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),S_14⊕1,S_2,S_29])"
7,"(0,3,{0,1,2},{},[(3,1,{0,3},{}),S_14⊕1,S_18⊕1,S_1⊕1,S_2,S_31])"
7,"(0,3,{0,2},{},[S_11⊕1,S_2,S_22⊕1,S_29,S_31,S_5⊕1])"
7,"(1,0,{1,2,3},{},[(2,2,{0},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,2},{}),(3,1,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_12⊕2,S_14,S_7])"
7,"(1,0,{1},{},[(2,3,{0},{0,1}),(3,3,{0},{0,1,2}),(3,4,{1,3},{}),S_1,S_12,S_22,S_22⊕2,S_27,S_7⊕3,S_9])"
7,"(1,0,{1},{},[(3,1,{0},{0,2}),(3,2,{0},{0,1}),(3,3,{0},{0,1,2}),(3,4,{1,3},{}),S_1,S_1⊕3,S_22,S_27,S_5⊕1,S_7⊕3,S_9⊕3])"
7,"(1,2,{1},{},[S_12,S_19,S_22,S_2⊕1])"
7,"(2,0,{1,2,4},{},[(0,1,{0,3},{}),(1,1,{3},{}),(1,4,{1,2,3},{}),(1,4,{1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,4,{0,1},{}),S_11⊕1,S_14⊕1,S_2,S_27,S_29,S_5⊕1,S_9⊕3])"
7,"(2,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,4,{1,3},{}),(3,3,{0},{0,1}),S_1,S_27,S_29,S_5⊕1,S_7⊕3,S_9⊕3])"
7,"(2,0,{1,2,4},{},[(1,4,{1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{2},{0,2}),S_12,S_27,S_9])"
7,"(2,0,{1,2,4},{},[(1,4,{1,3},{}),(3,4,{0,1,3},{}),S_1,S_14⊕1,S_2,S_27,S_29,S_7⊕1])"
7,"(2,0,{1,2},{},[(0,1,{0,3},{}),(1,1,{0,3},{}),(1,4,{0,1},{}),(3,1,{0,3},{}),(3,4,{0,1},{}),S_1,S_14⊕1,S_1⊕3,S_2,S_29,S_31,S_5⊕1,S_9⊕3])"
7,"(2,0,{1,2},{},[(0,1,{0,3},{}),(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),S_1,S_11⊕1,S_14⊕1,S_18⊕1,S_1⊕3,S_2,S_27,S_5⊕1])"
7,"(2,0,{1,2},{},[(0,1,{0,3},{}),(1,4,{0,1},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),(3,4,{0,1},{}),(3,4,{0,3},{}),S_1,S_18⊕1,S_2])"
7,"(2,0,{1,2},{},[(0,1,{0,3},{}),(1,4,{0,1},{}),(3,1,{0,3},{}),S_14⊕1,S_1⊕3,S_2,S_29,S_31,S_9⊕3])"
7,"(2,0,{1},{},[(0,1,{0,3},{}),(0,1,{0},{2}),(1,1,{0,3},{}),(1,1,{0},{0,2}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_27,S_30,S_5⊕1])"
7,"(2,0,{2,4},{},[(1,4,{1,3},{}),(1,4,{1},{}),(3,4,{1,3},{}),S_1,S_2,S_31,S_5⊕1,S_7⊕3,S_9⊕3])"
7,"(2,0,{2,4},{},[(3,1,{0,3},{}),S_1,S_11⊕1,S_14⊕1,S_27,S_29,S_31,S_9⊕3])"
7,"(2,0,{2,4},{},[(3,3,{2},{0,2}),(3,4,{1,3},{}),(3,4,{3},{}),S_1,S_12,S_22,S_22⊕1,S_30,S_7⊕3,S_9⊕1])"
7,"(2,0,{2},{},[(1,4,{1},{}),(3,1,{0},{0,2}),(3,4,{1,3},{}),S_1,S_2,S_27,S_9⊕3])"
7,"(2,2,{1},{1,3},[(3,1,{0},{0,2}),(3,3,{2},{0,2}),S_19,S_23])"
7,"(2,3,{0,1,2},{},[(1,4,{0,1,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_18⊕1,S_27,S_31,S_6⊕1])"
7,"(2,3,{0,1,2},{},[(3,4,{0,3},{}),S_1,S_13⊕1,S_14⊕1,S_18⊕1,S_2,S_21⊕1,S_22⊕3,S_23⊕1,S_29,S_6⊕1])"
7,"(2,3,{1,2},{},[(1,4,{0,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),S_1,S_22⊕3,S_27,S_29])"
7,"(2,3,{1,2},{},[(3,1,{0,3},{}),(3,4,{0,1},{}),S_1,S_18⊕1,S_2,S_22⊕3])"
7,"(2,3,{1,2},{},[(3,2,{0},{0,1}),S_1,S_2,S_27,S_2⊕1])"
7,"(2,3,{2},{},[(0,1,{0,3},{}),S_1,S_1⊕3,S_29,S_31,S_6⊕1])"
7,"(3,2,{3},{},[S_1,S_15,S_1⊕1,S_2])"
7,"(4,0,{1,2,4},{},[(0,1,{0,3},{}),(1,4,{0,1,3},{}),(1,4,{0,1},{}),(3,1,{0,3},{}),(3,2,{0,3},{}),S_14⊕1,S_14⊕2,S_18⊕1,S_1⊕3,S_2,S_27,S_29])"
7,"(4,0,{1,2,4},{},[(1,1,{0,3},{}),(1,1,{3},{}),(1,4,{0,1,3},{}),(1,4,{1,2,3},{}),(2,1,{0},{0}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_1,S_14⊕1,S_27,S_29,S_30,S_5⊕1])"
7,"(4,0,{1,3,4},{},[(1,3,{0,1,2},{}),(1,4,{0,1,2,3},{}),(3,4,{0,3},{}),(3,4,{2,3},{}),S_14⊕2,S_27,S_6,S_7])"
7,"(4,0,{1,4},{},[(1,1,{0},{0,2}),(1,4,{1,2},{}),(1,4,{1,3},{}),(3,1,{0},{0,2}),(3,4,{1,3},{}),S_1,S_1⊕3,S_22⊕2,S_27,S_29,S_7⊕3])"
7,"(4,0,{1,4},{},[(1,4,{1,3},{}),(2,3,{0},{0,1}),(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),(3,3,{0},{0,1}),(3,4,{1,3},{}),S_1,S_22,S_22⊕2,S_27,S_7⊕3,S_9,S_9⊕3])"
7,"(4,0,{1},{1,3},[(1,1,{0},{0,2}),(2,1,{0},{0}),(3,1,{0},{0,2}),(3,3,{0},{0,1}),(3,3,{0},{1,2}),S_2,S_30,S_3⊕1])"
7,"(4,0,{2,4},{},[(3,3,{2},{0,2}),(3,4,{1,3},{}),(3,4,{2,3},{}),S_1,S_12,S_29,S_8,S_9⊕1])"
7,"(4,0,{4},{},[(1,4,{1},{}),(2,1,{0},{0}),(3,3,{2},{0,2}),(3,4,{1,3},{}),(3,4,{2,3},{}),S_1,S_12,S_15,S_7⊕3,S_9,S_9⊕3])"
7,"(4,4,{1},{1,2,3},[(0,1,{0},{2}),(3,1,{0},{0,2}),(3,3,{2},{0,2}),S_19,S_23,S_30,S_3⊕1,S_5⊕1])"
6,"(0,0,{1,2,4},{},[(1,1,{3},{}),(1,4,{1,2,3},{}),(3,1,{0,3},{}),S_11⊕1,S_2,S_27,S_31,S_5⊕1,S_9⊕3])"
6,"(0,3,{0,1,2},{},[(1,4,{1,3},{}),(3,1,{0,3},{}),(3,4,{0,1},{}),S_11⊕1,S_14⊕1,S_2,S_27,S_31,S_9⊕3])"
6,"(0,3,{0,1,2},{},[S_14⊕1,S_18⊕1,S_1⊕1,S_2,S_31])"
6,"(0,5,{0,1,2},{},[(1,4,{0,1,3},{}),S_14⊕1,S_18⊕1,S_2,S_27,S_29,S_31,S_6⊕1,S_7⊕1])"
6,"(1,0,{1,2},{},[(0,1,{3},{}),(3,1,{0,3},{}),S_1,S_27,S_29])"
6,"(1,0,{1},{},[S_1,S_12,S_23,S_27])"
6,"(1,0,{1},{},[S_1,S_23,S_27,S_9])"
6,"(1,0,{2,4},{},[(3,3,{2},{0,2}),(3,4,{1,3},{}),S_1,S_11,S_12,S_29,S_9⊕3])"
6,"(1,1,{0,2},{},[S_12,S_1⊕3,S_22⊕3,S_23,S_29,S_3⊕1])"
6,"(1,2,{1},{},[S_1,S_12,S_19,S_22])"
6,"(2,0,{1,2,4},{},[(0,1,{0,3},{}),(1,1,{0,3},{}),(1,1,{0},{0,2}),(1,4,{0,1,3},{}),(1,4,{1,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,2,3},{}),S_1,S_11⊕1,S_18⊕1,S_1⊕3,S_2,S_27,S_29,S_31,S_9⊕3])"
6,"(2,0,{1,2,4},{},[(0,1,{0,3},{}),(1,1,{0,3},{}),(1,4,{1,2,3},{}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_11⊕1,S_14⊕1,S_18⊕1,S_2,S_27,S_29,S_5⊕1])"
6,"(2,0,{1,2,4},{},[(1,1,{0},{0,2}),(1,1,{3},{}),(1,4,{1,2},{}),(1,4,{1,3},{}),(3,1,{0},{0,2}),(3,4,{1,3},{}),S_1,S_11⊕1,S_1⊕3,S_27,S_29,S_7⊕3,S_9⊕3])"
6,"(2,0,{1,2,4},{},[(1,1,{3},{}),(1,4,{0,1,3},{}),(1,4,{1,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_11⊕1,S_14⊕1,S_18⊕1,S_27,S_29,S_5⊕1])"
6,"(2,0,{1,2,4},{},[(1,4,{0,1,2,3},{}),(3,1,{0,3},{}),(3,4,{0,3},{}),(3,4,{1,3},{}),S_1,S_14⊕1,S_27,S_29,S_31])"
