enc	genome
2,2,2272a8	(0,5,{0,1,2,3,4},{},[(1,0,{1,2,3},{},[(2,2,{0},{0,1}),(3,1,{0,2,3},{}),(3,2,{0},{0,1}),S_1,S_12,S_12⊕2,S_14,S_7]),(1,0,{1,2,3},{},[(2,2,{0},{0,1}),(3,1,{0,2},{}),S_1,S_12⊕2,S_14,S_7]),(1,0,{1,2,3},{},[(2,2,{0},{0,1}),S_1,S_12⊕2,S_14,S_7]),(1,0,{1,2,3},{},[(2,3,{0},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,2},{}),(3,3,{0},{0,1}),S_1,S_12,S_12⊕2,S_14,S_21,S_6,S_9]),(1,0,{1,3},{},[(2,3,{0},{0,1}),S_1,S_12,S_12⊕2,S_14,S_21]),(1,0,{1,3},{},[S_1,S_3⊕1,S_6]),(1,1,{2},{0,2},[(2,2,{0},{0,1}),(2,3,{0},{0,1}),S_2⊕1,S_3⊕1]),(1,4,{2},{0,2},[(2,2,{0},{0,1}),(2,3,{0},{0,1}),(3,3,{0},{0,1}),S_1,S_2⊕1,S_3⊕1]),(2,1,{0,2,3},{},[S_14,S_1⊕1,S_2⊕1,S_7]),(2,3,{1,2},{},[S_1,S_1⊕1,S_2⊕1,S_9]),(2,3,{1,2},{},[S_1,S_1⊕1]),(2,4,{0,2,3},{},[S_1,S_12,S_14,S_1⊕1,S_2⊕1,S_7]),(3,1,{0,2,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_4,S_7]),(3,1,{0,3},{},[S_1⊕1,S_21,S_2⊕1,S_7,S_8]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_2⊕1,S_8]),(3,4,{0,1,3},{},[S_12,S_14,S_18,S_1⊕1,S_21,S_2⊕1,S_4,S_5,S_6,S_7,S_8]),(3,4,{0,2,3},{},[S_1,S_12,S_14,S_1⊕1,S_2⊕1,S_4,S_9]),S_12⊕1,S_14⊕1,S_21⊕1,S_7⊕1,S_8⊕1])
2,2,2,2728a	(0,5,{0,1,2,3,4},{},[(1,0,{1,2,3},{},[(2,2,{0},{0,1}),(3,1,{0,2,3},{}),(3,2,{0},{0,1}),S_1,S_12,S_12⊕2,S_14,S_7]),(1,0,{1,2,3},{},[(2,2,{0},{0,1}),S_1,S_12⊕2,S_14,S_7]),(1,3,{0,1,2},{},[S_1,S_7]),(2,1,{0,2,3},{},[S_14,S_1⊕1,S_2⊕1,S_7]),(2,3,{1,2},{},[S_1,S_1⊕1]),(2,4,{0,2,3},{},[S_1,S_12,S_14,S_1⊕1,S_2⊕1,S_7]),(2,4,{1,2,3},{},[S_1,S_12,S_1⊕1,S_2⊕1]),(3,0,{1,2,3},{},[(1,3,{0,1,2},{}),S_1,S_12⊕2,S_2,S_7]),(3,3,{1},{0,1,2},[(2,2,{0},{0,1})]),(4,0,{1,2,3},{},[(1,3,{0,1,2},{}),(3,1,{0,2,3},{}),S_1,S_12⊕2,S_2,S_7]),(4,3,{1},{0,1},[(2,2,{0},{0,1}),(3,2,{0},{0,1}),S_1]),S_14⊕1,S_1⊕1,S_7⊕1])
2,2,26a	(0,5,{0,1,2,3,4},{},[(1,0,{1,2,3},{},[(2,2,{0},{0,1}),(3,1,{0,2,3},{}),S_1,S_12⊕2,S_14,S_7]),(1,0,{1,2,3},{},[(2,2,{0},{0,1}),S_1,S_12⊕2,S_14,S_7]),(1,0,{1,3},{},[(2,3,{0},{0,1}),(3,1,{0,2,3},{}),S_1,S_12,S_12⊕2,S_14,S_21,S_7]),(1,0,{1,3},{},[(2,3,{0},{0,1}),S_1,S_12,S_12⊕2,S_14,S_21,S_7]),(1,0,{1,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{2},{0,1,2}),S_1,S_12,S_12⊕2,S_14,S_21]),(1,0,{1,3},{},[(3,1,{0,3},{}),(3,3,{2},{0,1,2}),S_1,S_12,S_12⊕2,S_14,S_21,S_7]),(1,1,{3},{0,2,3},[(2,2,{0},{0,1}),(2,3,{0},{0,1}),(3,3,{2},{0,1,2}),S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(2,1,{0,2,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_7]),(2,1,{0,2,3},{},[S_14,S_1⊕1,S_2⊕1,S_7]),(2,3,{1,2},{},[S_1,S_1⊕1]),(2,4,{2,3},{},[S_1,S_12,S_1⊕1,S_2⊕1,S_3⊕1]),(3,1,{0,2,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_4,S_7]),(3,1,{0,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_4,S_7]),(3,1,{0,3},{},[S_1⊕1,S_21,S_2⊕1,S_7,S_8]),(3,2,{0,1,3},{},[S_1,S_14,S_1⊕1,S_2⊕1,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1,S_8]),S_12⊕1,S_14⊕1,S_21⊕1,S_7⊕1])
2,2,27282a	(0,5,{0,1,2,3,4},{},[(1,0,{1,2,3},{},[(2,2,{0},{0,1}),(3,1,{0,2,3},{}),S_1,S_12⊕2,S_14,S_7]),(1,0,{1,2,3},{},[(2,2,{0},{0,1}),S_1,S_12⊕2,S_14,S_7]),(1,0,{1,3},{},[(2,3,{0},{0,1}),S_1,S_12,S_12⊕2,S_14,S_21]),(1,0,{1,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),S_1,S_12,S_12⊕2,S_14,S_21,S_6]),(1,1,{2},{0,2,3},[(2,2,{0},{0,1}),(2,3,{0},{0,1}),(3,3,{0},{0,1,2}),S_2⊕1,S_3⊕1]),(2,1,{0,2,3},{},[S_14,S_1⊕1,S_2⊕1,S_7]),(2,3,{1,2},{},[S_1,S_1⊕1]),(2,4,{1,2,3},{},[S_1,S_1⊕1,S_3⊕1,S_6]),(3,1,{0,2,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_4,S_7]),(3,1,{0,3},{},[S_1⊕1,S_21,S_2⊕1,S_7,S_8]),(3,2,{1,3},{},[S_1,S_15,S_1⊕1,S_8]),(3,4,{0,1,3},{},[S_1,S_12,S_14,S_1⊕1,S_21,S_2⊕1,S_4,S_6,S_7,S_8]),S_12⊕1,S_14⊕1,S_21⊕1,S_7⊕1])
AB|2,2,2,2AaB	(0,5,{0,1,2,3,4},{},[(1,0,{1,2,3},{},[(2,2,{0},{0,1}),(3,1,{0,2},{}),S_1,S_12⊕2,S_14,S_7]),(1,0,{1,2,3},{},[(2,2,{0},{0,1}),S_1,S_12⊕2,S_14,S_7]),(1,3,{0,1,2},{},[S_1,S_7]),(1,3,{0,1,2},{},[S_7]),(2,1,{0,2,3},{},[S_14,S_1⊕1,S_2⊕1,S_7]),(2,3,{1,2},{},[S_1,S_1⊕1]),(3,0,{1,2,3},{},[(1,3,{0,1,2},{}),S_1,S_12⊕2,S_2,S_7]),(3,3,{1},{0,1,2},[(2,2,{0},{0,1})]),S_14⊕1,S_1⊕1,S_7⊕1])
2,2,2,227a8	(0,5,{0,1,2,3,4},{},[(1,0,{1,2,3},{},[(2,2,{0},{0,1}),S_1,S_12,S_12⊕2,S_14,S_14⊕2,S_7]),(1,0,{1,2,3},{},[(2,2,{0},{0,1}),S_1,S_12⊕2,S_14,S_7]),(1,3,{0,1,2},{},[S_1,S_7]),(2,1,{0,2,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_7]),(2,1,{0,2,3},{},[S_14,S_1⊕1,S_2⊕1,S_7]),(2,3,{1,2},{},[S_1,S_1⊕1]),(3,0,{1,2,3,4},{},[(1,3,{0,1,2},{}),S_1,S_12⊕2,S_14⊕2,S_2,S_7]),(3,0,{1,2,3},{},[(1,3,{0,1,2},{}),S_1,S_12⊕2,S_2,S_7]),(3,3,{1},{0,1,2},[(2,2,{0},{0,1})]),S_12⊕1,S_14⊕1,S_1⊕1,S_7⊕1])
AB|2,2,2A2Ba	(0,5,{0,1,2,3,4},{},[(1,0,{1,2,3},{},[(2,2,{0},{0,1}),S_1,S_12⊕2,S_14,S_7]),(1,0,{1,3},{},[(2,3,{0},{0,1}),S_1,S_12,S_12⊕2,S_14,S_21,S_7]),(1,0,{1,3},{},[(2,3,{0},{0,1}),S_1,S_12,S_12⊕2,S_14,S_21]),(1,1,{2},{0,2},[(2,2,{0},{0,1}),(2,3,{0},{0,1}),S_2⊕1,S_3⊕1]),(2,1,{0,2,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_7]),(2,1,{0,2,3},{},[S_14,S_1⊕1,S_2⊕1,S_7]),(2,1,{0,2},{},[S_1⊕1,S_2⊕1,S_7]),(2,3,{1,2},{},[S_1,S_1⊕1]),(2,4,{2,3},{},[S_1,S_12,S_1⊕1,S_2⊕1,S_3⊕1]),(3,1,{0,2,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_4,S_7]),(3,1,{0,3},{},[S_1⊕1,S_21,S_2⊕1,S_7,S_8]),(3,2,{0,1,3},{},[S_1,S_14,S_1⊕1,S_2⊕1,S_8]),S_12⊕1,S_14⊕1,S_21⊕1,S_7⊕1,S_8⊕1])
23728728a	(0,5,{0,1,2,3,4},{},[(1,0,{1,2,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,3},{}),S_1,S_21,S_6]),(1,0,{1,2,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_18⊕1,S_21,S_5⊕1,S_6]),(1,0,{1,2,3},{},[(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,2,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_12⊕2,S_21,S_6]),(1,0,{1,2,3},{},[(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),S_1,S_12⊕2,S_21,S_6]),(1,0,{1,3},{},[(2,3,{0},{0,1}),(3,1,{0,2,3},{}),S_1,S_12,S_12⊕2,S_21,S_5⊕1,S_6]),(1,0,{1,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,3},{}),S_1,S_6]),(1,0,{1,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),S_1,S_12,S_12⊕2,S_21,S_5⊕1,S_6]),(1,0,{1,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{2},{0,1,2}),S_1,S_12,S_12⊕2,S_14,S_21,S_30,S_6]),(1,0,{1,3},{},[S_1,S_3⊕1,S_6,S_8]),(1,0,{1,3},{},[S_1,S_3⊕1,S_6]),(1,0,{1},{},[S_1,S_15,S_8]),(1,2,{1,3},{},[S_1,S_12,S_19,S_21,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(1,2,{1},{3},[(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),(3,3,{2},{0,2}),S_1,S_19,S_23,S_30,S_3⊕1,S_5⊕1]),(1,2,{3},{0,3},[(2,3,{0},{0,1}),(3,1,{0},{0,2}),(3,3,{0},{0,1,2}),(3,3,{2},{0,1,2}),S_19,S_2⊕1,S_3⊕1]),(1,4,{0,1},{},[S_19,S_21,S_7,S_8]),(2,0,{1,2,3,4},{},[(3,1,{0,2,3},{}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12,S_14,S_14⊕1,S_2,S_5⊕1]),(2,0,{1,2},{},[(3,1,{0,3},{}),(3,2,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12,S_14⊕1,S_30]),(2,1,{0,2,3},{},[S_12,S_1⊕1,S_21,S_2⊕1]),(3,1,{0,3},{},[S_14,S_18,S_1⊕1,S_21,S_23,S_2⊕1,S_7,S_8]),(3,2,{1,3},{},[S_1,S_15,S_1⊕1,S_8]),S_21⊕1])
234728a	(0,5,{0,1,2,3},{},[(1,0,{1,2,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,3},{}),S_1,S_21,S_6]),(1,0,{1,2,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,1,{0},{0,2}),S_1,S_18⊕1,S_21,S_5⊕1,S_6]),(1,0,{1,2,3},{},[(3,1,{0,3},{}),(3,1,{0},{0,2}),(3,4,{0,1,3},{}),S_1,S_12⊕2,S_21,S_6]),(1,0,{1,3},{},[(2,3,{0},{0,1}),(3,1,{0,2,3},{}),S_1,S_12,S_12⊕2,S_21,S_5⊕1,S_6]),(1,0,{1,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{2},{0,1,2}),S_1,S_12,S_12⊕2,S_14,S_21,S_30,S_6]),(1,0,{1,3},{},[S_1,S_15,S_18,S_23,S_6,S_8]),(1,0,{1,3},{},[S_1,S_3⊕1,S_6]),(1,0,{1},{},[S_1,S_15,S_8]),(1,2,{1,3},{},[S_1,S_12,S_19,S_21,S_6,S_8]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(1,2,{1},{3},[(3,1,{0},{0,2}),(3,3,{2},{0,1,2}),(3,3,{2},{0,2}),S_1,S_19,S_23,S_30,S_3⊕1,S_5⊕1]),(1,2,{3},{0,3},[(2,3,{0},{0,1}),(3,1,{0},{0,2}),(3,3,{2},{0,1,2}),S_19,S_23,S_2⊕1]),(1,4,{0,1},{},[S_1,S_21,S_23,S_7]),(1,4,{0,1},{},[S_19,S_21,S_7,S_8]),(2,0,{1,2,3,4},{},[(3,1,{0,2,3},{}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12,S_14,S_14⊕1,S_2,S_5⊕1]),(2,1,{0,2,3},{},[S_12,S_1⊕1,S_21,S_2⊕1]),(3,1,{0,3},{},[S_14,S_18,S_1⊕1,S_21,S_23,S_2⊕1,S_7,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1,S_8])])
4A|2,A,22a	(0,5,{0,1,2,3},{},[(1,0,{1,3},{},[S_1,S_23,S_6,S_7]),(1,0,{1,3},{},[S_1,S_6,S_7]),(1,3,{0,1},{},[S_1,S_2⊕1,S_7]),(1,4,{0,1,2,3},{},[S_2⊕1,S_4,S_6,S_7,S_8]),(2,1,{0,2},{},[S_1⊕1,S_2⊕1,S_7]),(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),(3,2,{3},{},[S_1,S_15,S_1⊕1,S_8]),S_2])
4A|A,222a	(0,5,{0,1,2,3},{},[(1,0,{1,3},{},[S_1,S_23,S_6,S_7]),(1,3,{0,1},{},[S_1,S_2⊕1,S_7]),(1,4,{0,1,2,3},{},[S_2⊕1,S_4,S_6,S_7,S_8]),(2,1,{0,2},{},[S_1⊕1,S_2⊕1,S_7]),(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),(3,2,{3},{},[S_1,S_15,S_1⊕1,S_8]),S_2])
4A|2,2,A,3a	(0,5,{0,1,2,3},{},[(1,0,{1,3},{},[S_1,S_6,S_7]),(1,3,{0,1,2},{},[S_1,S_7]),(1,4,{0,1,2,3},{},[S_1,S_6,S_7]),S_1⊕1,S_7⊕1])
4A|2,2,A,2a	(0,5,{0,1,2,3},{},[(1,0,{1,3},{},[S_1,S_6,S_7]),(1,3,{0,1,2},{},[S_7]),(1,4,{0,1,2,3},{},[S_6,S_7]),S_7⊕1])
4A|2,2A,3a	(0,5,{0,1,2,3},{},[(1,2,{1,3},{},[S_1,S_12,S_14,S_2⊕1]),(1,4,{0,1,2,3},{},[S_1,S_12,S_14,S_4,S_7,S_9]),(1,4,{0,1,2,3},{},[S_1,S_14,S_4,S_7,S_9]),S_14⊕1,S_1⊕1,S_4⊕1,S_7⊕1,S_9⊕1])
4A|2,23,Aa	(0,5,{0,1,2,3},{},[(1,4,{0,1,2,3},{},[S_1,S_12,S_14,S_4,S_7,S_9]),(2,4,{0,1,2,3},{},[S_1,S_12,S_14,S_1⊕1,S_7]),(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),S_12⊕1,S_14⊕1,S_1⊕1,S_7⊕1,S_9⊕1])
4A|1,2,Aa	(0,5,{0,1,2,3},{},[(1,4,{0,1,2,3},{},[S_1,S_14,S_4,S_7,S_9]),(2,4,{0,1,2,3},{},[S_1,S_14,S_1⊕1,S_7]),(3,1,{0},{},[S_1⊕1,S_2⊕1,S_4,S_5]),S_14⊕1,S_1⊕1,S_7⊕1,S_9⊕1])
4A|2,2,3,Aa	(0,5,{0,1,2,3},{},[(1,4,{0,1,2,3},{},[S_1,S_6,S_7]),(1,4,{0,1,2,3},{},[S_6,S_7]),S_1⊕1,S_6⊕1,S_7⊕1])
ABC|2,2,3ABaC	(0,5,{0,1,2,4},{},[(1,0,{1,2,3},{},[(2,2,{0},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,2},{}),(3,1,{0,3},{}),S_1,S_12⊕2,S_14,S_7]),(1,0,{1,2,3},{},[(2,2,{0},{0,1}),(3,1,{0,2,3},{}),S_1,S_12⊕2,S_14,S_7]),(1,0,{1,2,3},{},[(2,2,{0},{0,1}),(3,1,{0,2},{}),S_1,S_12⊕2,S_14,S_7]),(1,0,{1,2,3},{},[(2,2,{0},{0,1}),(3,1,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_12⊕2,S_14]),(1,0,{1,2,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),(3,4,{0,1,3},{}),S_1,S_12,S_12⊕2,S_14,S_21,S_6]),(1,0,{1,2,3},{},[(3,1,{0,2},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),(3,4,{0,1,3},{}),S_1,S_12,S_12⊕2,S_14,S_21,S_6]),(1,0,{1,3},{},[(2,3,{0},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,2},{}),S_1,S_12,S_12⊕2,S_14,S_21]),(1,0,{1,3},{},[(3,1,{0,2,3},{}),(3,1,{0,2},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),(3,4,{0,1,3},{}),S_1,S_12,S_21,S_6]),(1,0,{1,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),(3,4,{0,1,3},{}),S_1,S_12,S_12⊕2,S_14,S_21,S_6]),(1,0,{1,3},{},[S_1,S_3⊕1,S_6]),(1,1,{2},{0,2,3},[(2,2,{0},{0,1}),(2,3,{0},{0,1}),(3,3,{0},{0,1,2}),S_2⊕1,S_3⊕1]),(1,2,{0,1},{},[S_1,S_21,S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(2,1,{0,2,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_7]),(2,3,{1,2},{},[S_1,S_1⊕1]),(2,4,{2,3},{},[S_1,S_12,S_1⊕1,S_2⊕1,S_3⊕1]),(3,1,{0,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_4,S_7]),(3,1,{0,3},{},[S_16,S_18,S_1⊕1,S_21,S_2⊕1,S_7,S_8]),(3,2,{0,1,3},{},[S_1,S_14,S_1⊕1,S_2⊕1,S_8]),(3,2,{1,3},{},[S_1,S_15,S_1⊕1,S_8]),(3,4,{0,1,3},{},[S_12,S_14,S_1⊕1,S_21,S_2⊕1,S_4,S_6,S_7,S_8]),(4,0,{1,3,4},{},[(3,4,{0,1,3},{}),S_1,S_12⊕2,S_2,S_7,S_7⊕1]),S_14⊕1,S_7⊕1])
3ABC|2,2,ABCa	(0,5,{0,1,2,4},{},[(1,0,{1,2,3},{},[(2,2,{0},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,2},{}),(3,1,{0,3},{}),S_1,S_12⊕2,S_14,S_7]),(1,0,{1,2},{},[(3,1,{0,3},{}),(3,2,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),S_1,S_12]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(2,0,{1,2,3,4},{},[(3,1,{0,2,3},{}),(3,2,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12,S_14,S_7⊕1]),(2,0,{1,3,4},{},[(3,1,{0,2},{}),(3,1,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_12,S_14,S_2]),(2,1,{0,2,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_7]),(2,4,{0,2,3},{},[S_1,S_12,S_14,S_1⊕1,S_2⊕1,S_7]),(3,2,{0,1,3},{},[S_1,S_14,S_1⊕1,S_2⊕1,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),(4,0,{1,3,4},{},[(3,4,{0,1,3},{}),S_1,S_12⊕2,S_2,S_7,S_7⊕1]),(4,4,{3},{0,1,3},[(2,2,{0},{0,1}),(3,3,{2},{0,2}),S_2,S_2⊕1]),S_7⊕1])
3ABC|2,2,ACBa	(0,5,{0,1,2,4},{},[(1,0,{1,2,3},{},[(2,2,{0},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,2},{}),(3,1,{0,3},{}),S_1,S_12⊕2,S_14,S_7]),(1,0,{1,2},{},[(3,1,{0,3},{}),(3,2,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),S_1,S_12]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(2,0,{1,2,3,4},{},[(3,1,{0,2,3},{}),(3,2,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12,S_14,S_7⊕1]),(2,0,{1,3,4},{},[(3,1,{0,2},{}),(3,1,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_12,S_14,S_2]),(2,1,{0,2,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_7]),(2,4,{0,2,3},{},[S_1,S_12,S_14,S_1⊕1,S_2⊕1,S_7]),(3,2,{0,1,3},{},[S_1,S_14,S_1⊕1,S_2⊕1,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),(4,0,{1,3,4},{},[(3,4,{0,1,3},{}),S_1,S_12⊕2,S_2,S_7,S_7⊕1]),(4,4,{3},{0,1,3},[(2,2,{0},{0,1}),(3,3,{2},{0,2}),S_2,S_2⊕1]),S_7⊕1])
3,ABC|2,2,ABCa	(0,5,{0,1,2,4},{},[(1,0,{1,2,3},{},[(2,2,{0},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,2},{}),(3,1,{0,3},{}),S_1,S_12⊕2,S_14,S_7]),(1,0,{1,2},{},[(3,1,{0,3},{}),(3,2,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),S_1,S_12]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(2,0,{1,2,3,4},{},[(3,1,{0,2,3},{}),(3,2,{0,3},{}),(3,3,{2},{0,2}),(3,4,{0,1,3},{}),(3,4,{0,3},{}),S_1,S_12,S_14,S_7⊕1]),(2,0,{1,3,4},{},[(3,1,{0,2},{}),(3,1,{0,3},{}),(3,4,{0,1,3},{}),S_1,S_12,S_14,S_2]),(2,4,{0,2,3},{},[S_1,S_12,S_14,S_1⊕1,S_2⊕1,S_7]),(3,2,{0,1,3},{},[S_1,S_14,S_1⊕1,S_2⊕1,S_8]),(3,2,{3},{},[S_1,S_15,S_1⊕1]),(4,0,{1,3,4},{},[(3,4,{0,1,3},{}),S_1,S_12⊕2,S_2,S_7,S_7⊕1]),(4,4,{3},{0,1,3},[(2,2,{0},{0,1}),(3,3,{2},{0,2}),S_2,S_2⊕1]),S_7⊕1])
2,2,2727a88	(0,5,{0,1,2,4},{},[(1,0,{1,2,3},{},[(2,2,{0},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),S_1,S_12,S_12⊕2,S_14,S_14⊕2,S_7]),(1,0,{1,2,3},{},[(2,2,{0},{0,1}),(3,1,{0,2,3},{}),(3,2,{0},{0,1}),S_1,S_12,S_12⊕2,S_14,S_7]),(1,0,{1,2,3},{},[(2,2,{0},{0,1}),(3,1,{0,2,3},{}),S_1,S_12⊕2,S_14,S_7]),(1,0,{1,2,3},{},[(2,2,{0},{0,1}),S_1,S_12,S_12⊕2,S_14,S_14⊕2,S_7]),(1,0,{1,2,3},{},[(2,2,{0},{0,1}),S_1,S_12⊕2,S_14,S_7]),(1,0,{1,3},{},[(2,3,{0},{0,1}),(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),(3,3,{0},{0,1}),S_1,S_12,S_12⊕2,S_14,S_14⊕2,S_6]),(1,0,{1,3},{},[(2,3,{0},{0,1}),(3,1,{0,2,3},{}),(3,3,{0},{0,1}),S_1,S_12,S_12⊕2,S_14,S_21,S_6]),(1,0,{1,3},{},[(2,3,{0},{0,1}),S_1,S_12,S_12⊕2,S_14,S_14⊕2]),(1,0,{1,3},{},[(3,1,{0,2,3},{}),(3,1,{0,3},{}),(3,3,{0},{0,1,2}),S_1,S_12,S_12⊕2,S_14,S_21,S_6]),(1,1,{2},{0,2,3},[(2,2,{0},{0,1}),(2,3,{0},{0,1}),(3,3,{0},{0,1,2}),S_2⊕1,S_3⊕1]),(1,1,{2},{0,2},[(2,2,{0},{0,1}),(2,3,{0},{0,1}),S_2⊕1,S_3⊕1]),(1,2,{1,3},{},[S_1,S_12,S_2⊕1,S_3⊕1]),(1,4,{2},{0,2},[(2,2,{0},{0,1}),(2,3,{0},{0,1}),(3,3,{0},{0,1}),S_1,S_2⊕1,S_3⊕1]),(2,1,{0,2,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_7]),(2,1,{0,2,3},{},[S_14,S_1⊕1,S_2⊕1,S_7]),(2,3,{1,2},{},[S_1,S_1⊕1]),(2,4,{0,2,3},{},[S_1,S_12,S_14,S_1⊕1,S_2⊕1,S_7]),(2,4,{1,2,3},{},[S_1,S_1⊕1,S_3⊕1,S_6]),(2,4,{1,2},{},[S_1,S_1⊕1,S_3⊕1]),(3,1,{0,2,3},{},[S_12,S_14,S_1⊕1,S_2⊕1,S_4,S_7]),(3,1,{0,3},{},[S_12,S_14,S_18,S_1⊕1,S_2⊕1,S_4,S_5,S_7]),(3,1,{0,3},{},[S_12,S_14,S_1⊕1,S_21,S_2⊕1,S_4,S_7,S_8]),(3,2,{1,3},{},[S_1,S_12,S_14,S_1⊕1,S_2⊕1,S_4,S_6,S_8]),(3,2,{1,3},{},[S_1,S_12,S_1⊕1,S_2⊕1,S_8]),(3,2,{1,3},{},[S_1,S_15,S_1⊕1,S_8]),(3,4,{0,1,3},{},[S_1,S_12,S_14,S_1⊕1,S_21,S_2⊕1,S_4,S_6,S_7,S_8]),S_12⊕1,S_14⊕1,S_7⊕1,S_8⊕1])
